,title,brand,model,price,discount,discount_%,sex,colour,cushioning,stability,best_use_surface,midsole,outsole,upper,link_shoes
80,Birkenstock Arizona EVA,Birkenstock,Arizona EVA,49.95,0.0,0.0,women, White,,,,"EVA foamis light, insulated, and sustainable.",Rubber outsolewith strategic groove placement provides traction and additional underfoot cushioning.,"Adjustable Strapswrap across the top of the midfoot for secure, breathable, and gentle comfort.  ",https://www.runningwarehouse.com/Birkenstock_Arizona_EVA/descpage-BEVAW1.html
81,Birkenstock Arizona Soft Footbed,Birkenstock,Arizona Soft Footbed,140.0,0.0,0.0,women, Suede/Taupe,,,,"Memory Foamprovides plush step-in comfort.Cork layeris light, insulated, and sustainable.",Rubber outsolewith strategic groove placement provides traction and underfoot cushioning.,"Real leather straps wrap across the top of the midfoot for secure, breathable, and gentle comfort.  ",https://www.runningwarehouse.com/Birkenstock_Arizona_Soft_Footbed/descpage-BARIZ1.html
82,Birkenstock Arizona,Birkenstock,Arizona,110.0,0.0,0.0,women, Birkibuc/Mocha,,,,"Cork layeris light, insulated, and sustainable.",Rubber outsolewith strategic groove placement provides traction and additional underfoot cushioning.,"Adjustable Straps wrap across the top of the midfoot for secure, breathable, and gentle comfort.  ",https://www.runningwarehouse.com/Birkenstock_Arizona/descpage-BARIZ.html
83,Birkenstock Florida Soft Footbed,Birkenstock,Florida Soft Footbed,145.0,0.0,0.0,women, Leather/Habana,,,,"Latex Foamprovides plush step-in comfort.Cork layeris light, insulated, and sustainable.",Rubber outsolewith strategic groove placement provides traction and additional underfoot cushioning.,"Birko-Flor ismade of easy-to-care-for and hygienic PVC, which has been lined on the inside with a soft, breathable layer of fleece.  ",https://www.runningwarehouse.com/Birkenstock_Florida_Soft_Footbed/descpage-BFLOR.html
84,Birkenstock Mayari,Birkenstock,Mayari,130.0,0.0,0.0,women, Oiled Leather/Tobacco,,,,"Cork layeris light, insulated, and sustainable.",Rubber outsolewith strategic groove placement provides traction and additional underfoot cushioning.,"Birko-Florismade of easy-to-care-for and hygienic PVC, which has been lined on the inside with a soft, breathable layer of fleece.  ",https://www.runningwarehouse.com/Birkenstock_Mayari/descpage-BMAYAR.html
85,Brooks Hyperion Max,Brooks,Hyperion Max,169.95,0.0,0.0,women, Pink/Cobalt/Blissful,Medium,Neutral,"Fast Runs,Roads and Pavement",DNA FLASH nitrogen-infused foam provides excellent energy return with every stride.Rapid Roll Technology is the rocker shaped geometry of the shoe that promotes fast transitions.,Green Rubber is durable with grippy traction.,"Engineered Woven material is lightweight, breathable, and structured to provide a dialed in fit that seamlessly secures the foot.  ",https://www.runningwarehouse.com/Brooks_Hyperion_Max/descpage-BHPM1W3.html
86,Brooks Ghost 15,Brooks,Ghost 15,139.95,0.0,0.0,women, White/Ebony/Oyster,Low,Neutral,"All Around,Walking,Roads and Pavement",DNA Loftv2 midsole provides plush cushioning in a lighter-weight package.,Segmented Crash Padis a system of fully-integrated shock absorbers that accommodate any foot strike and works to provide cushion and create smooth heel-to-toe transitions.,"Refined 3D Fit Print meshenhances secure fit and provides comfort and breathability.Recycled Materials include: 90% recycled content vamp mesh, 86% recycled content tongue mesh, 87% recycled content tongue and collar lining, and 100% recycled content materials used for the lace, sockliner top cloth, and all the textile reinforcements  ",https://www.runningwarehouse.com/Brooks_Ghost_15/descpage-BGH15WB.html
87,Brooks Hyperion Tempo,Brooks,Hyperion Tempo,150.0,99.95,66.63,women, Blue/Phantom/Cosmo,Low,Neutral,Fast Runs,DNA FLASHmidsole compoundis nitrogen-infused to offer lightweight cushion and adaptive energy return.,Strategic Rubberused in high wear areas to protect the lightweight midsole compound.,Featherweight stretch woven meshupper offers a secure fit.  ,https://www.runningwarehouse.com/Brooks_Hyperion_Tempo/descpage-BHPT1WC.html
88,Brooks Cascadia 16,Brooks,Cascadia 16,130.0,99.95,76.88,women, Blue/Black/Yellow,Low,Neutral,"All Around,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails",DNA Loft v2foam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Release Grooves Systemallows for enhanced adaptability to a variety of terrain.Ballistic Rock Shieldis a thermoplastic EVA sheath layered between the outsole and midsole for protection against stone-bruising.,"TrailTrakrubber outsole provides confidence-inspiring, sticky traction in dry and wet conditions.Multidirectional Lug Patternon the outsole provides excellent traction on a variety of terrain, with updated patterns for improved grip.",Engineered Monoloop Meshoffers increased breathability and faster drying.Gusseted tongue helps keep debris out.Lace Guardkeeps laces stowed away while running.Gaiter Tab and Connection Pointallow for easy and secure gaiter attachment.Drainage ports allow for easy water escape  ,https://www.runningwarehouse.com/Brooks_Cascadia_16/descpage-BRC16W7.html
89,Brooks Glycerin 20,Brooks,Glycerin 20,159.95,0.0,0.0,women, Pink/Yellow/White,Medium,Neutral,"All Around,Cushioned Comfort,Walking,Roads and Pavement",DNA Loftv3 nitrogen-infused foam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Omega Flex Groovesenhance midsole flexibility without compromising cushioning.,"Blown Rubberin the forefoot offers durability, responsiveness, and flexibility.",Engineered Air Mesh provides a secure fit and comfortable hold3D Fit Printsaddle applies strategic overlays to provide a seamless and secure fit.Plush interior liningsurrounds your foot and moves and expands with your stride.OrthoLite sock linerprovides premium step-in comfort.  ,https://www.runningwarehouse.com/Brooks_Glycerin_20/descpage-BGL20WA.html
90,Brooks Adrenaline GTS 22,Brooks,Adrenaline GTS 22,140.0,119.95,85.68,women, Kentucky Blue/Wh,Medium,Max,"All Around,Cushioned Comfort,Walking,Roads and Pavement","DNA Loftfoam from heel to toe delivers plush and luxurious cushioning while maintaining responsiveness and durability.Guide Rails HolisticSupport System helpsto protect your knees by keeping excess movement in check.Omega Flex Groovesoptimize forefoot flexibility without compromising cushioning.Segmented crash padflexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.","Blown Rubberoffers durability, responsiveness, and flexibility.",Engineered 3D Fit Print meshis simple and strong.Heel Counteris updated to create a more comfortable and secure heel fit.  ,https://www.runningwarehouse.com/Brooks_Adrenaline_GTS_22/descpage-BAG22WB.html
91,Brooks Ghost 14,Brooks,Ghost 14,140.0,99.95,71.39,women, Peacoat/Yucca/Navy,Medium,Neutral,"All Around,Walking,Roads and Pavement","DNA Loftfoam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Omega Flex Groovesoptimize forefoot flexibility without compromising cushioning.Segmented crash padflexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.","Blown Rubberoffers durability, responsiveness, and flexibility.","3D Fit Print meshcomprises the upper, providing lightweight structure and breathability.  ",https://www.runningwarehouse.com/Brooks_Ghost_14/descpage-BGH14W2.html
92,Brooks Ghost 14 GTX,Brooks,Ghost 14 GTX,159.95,0.0,0.0,women, Black/Pearl/Aquaglass,Medium,Neutral,"All Around,Walking,Roads and Pavement","DNA Loftfoam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Omega Flex Groovesoptimize forefoot flexibility without compromising cushioning.Segmented crash padflexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.","Blown Rubberoffers durability, responsiveness, and flexibility.",GORE-TEX (GTX) Invisible Fit liner provides breathable protection from wet and muddy conditions while maintaining optimal comfort.  ,https://www.runningwarehouse.com/Brooks_Ghost_14_GTX/descpage-BGX14W1.html
93,Brooks Hyperion Elite 3,Brooks,Hyperion Elite 3,249.95,0.0,0.0,unisex, Blue Surf/Cherry,Medium,Neutral,Racing,DNA FLASH midsole compound is nitrogen-infused to offer lightweight cushion and adaptive energy return.Carbon Fiber Propulsion Plate has a unique spine construction to speed up your transition from heel to forefoot.Rapid Roll Technology encourages a faster turnover.,Strategic Rubber used in high wear areas to protect the lightweight midsole compound.,Quicknit upper is made of a stretchy knit fabric that is adaptable and breathable for a locked down yet comfortable fit.  ,https://www.runningwarehouse.com/Brooks_Hyperion_Elite_3/descpage-BHYPM01.html
94,Brooks Glycerin GTS 20,Brooks,Glycerin GTS 20,159.95,0.0,0.0,women, Light Blue/Peacoat,Medium,Max,"All Around,Cushioned Comfort,Walking,Roads and Pavement",DNA Loftv3 nitrogen-infused foam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Omega Flex Groovesenhance midsole flexibility without compromising cushioning.GuideRails midsole extensions that support natural motion while keeping excess movement in check. 6,"Blown Rubberin the forefoot offers durability, responsiveness, and flexibility.",Engineered Air Mesh provides a secure fit and comfortable hold3D Fit Printsaddle applies strategic overlays to provide a seamless and secure fit.Plush interior liningsurrounds your foot and moves and expands with your stride.OrthoLite sock linerprovides premium step-in comfort.  ,https://www.runningwarehouse.com/Brooks_Glycerin_GTS_20/descpage-BGLG2W4.html
95,Brooks Launch 9,Brooks,Launch 9,110.0,69.95,63.59,women, Grey/Blue/Pink,Medium,Neutral,"All Around,Casual Wear,Walking,Roads and Pavement",BioMoGo DNAfuses BioMoGo midsole and DNA cushioning technology for a fully custom responsive ride that adapts to the needs of each and every runner.,Green Rubberis thinner than traditional outsoles but still delivers nice traction and durability. Green Rubber is made of silica instead of petroleum making it more sustainable on the environment.,Creel Wrap Meshupper creates a more snug fit and added breathability  ,https://www.runningwarehouse.com/Brooks_Launch_9/descpage-BLA9W09.html
96,Brooks Launch GTS 9,Brooks,Launch GTS 9,110.0,69.95,63.59,women, Blue Iris/Ebony/Green,Medium,Min,"All Around,Fast Runs,Gym Workouts,Walking,Roads and Pavement","BioMoGo DNAfuses BioMoGo midsole and DNA cushioning technology for a fully custom responsive ride that adapts to the needs of each and every runner.GuideRails isan innovative support technology that guides the body, hips, knees, and joints into a natural motion.",Green Rubberis thinner than traditional outsoles but still delivers nice traction and durability. Green Rubber is also made of silica instead of petroleum making it more sustainable.,Creel Wrap Meshupper creates a more snug fit and added breathability  ,https://www.runningwarehouse.com/Brooks_Launch_GTS_9/descpage-BLGT9W6.html
97,Brooks Cascadia 16 GTX,Brooks,Cascadia 16 GTX,160.0,119.95,74.97,women, Black/Pearl/Coral,Medium,Neutral,"All Around,Hiking,Smooth Trails and Fireroads,Rocky and Technical Trails",DNA Loft v2foam delivers plush and luxurious cushioning while maintaining responsiveness and durability.Release Grooves Systemallows for enhanced adaptability to a variety of terrain.Ballistic Rock Shieldis a thermoplastic EVA sheath layered between the outsole and midsole for protection against stone-bruising.,"TrailTrakrubber outsole provides confidence-inspiring, sticky traction in dry and wet conditions.Multidirectional Lug Patternon the outsole provides excellent traction on a variety of terrain, with updated patterns for improved grip.",GORE-TEX Technologyprovides waterproof protection.Gusseted tongue helps keep debris out.Lace Guardkeeps laces stowed away while running.Gaiter Tab and Connection Pointallow for easy and secure gaiter attachment.Drainage ports allow for easy water escape  ,https://www.runningwarehouse.com/Brooks_Cascadia_16_GTX/descpage-BRC16W4.html
98,Brooks Revel 6,Brooks,Revel 6,99.95,0.0,0.0,women, Peach Whip/Pink,Medium,Neutral,"All Around,Fast Runs,Casual Wear,Roads and Pavement","DNA Foamprovides aresponsive midsole that cushions eachstep and adapts to a runner’s unique stride, weightand speed.","Green Rubbercompound is thinner than traditional outsoles while still delivering traction and durability. Green rubber is also made primarily out of silica instead of petroleum, making it a more sustainable choice.Arrow-point on the outsole lets your foot move from heel to toe quickly enhancing the shoes springy nature.",Fit knit Upperdesignedto move and expand seamlessly with your foot fora sock-like fit and optimal performance.  ,https://www.runningwarehouse.com/Brooks_Revel_6/descpage-BRRE6W2.html
99,Brooks Aurora,Brooks,Aurora,199.95,0.0,0.0,women, Grey/Coral/Black,High,Neutral,Roads and Pavement,"DNA LOFT V3midsole compound is nitrogen-infused to offer a softer, lighter, and more responsive underfoot experience.Glide Roll Technologyencourages smooth transitions and effortless footstrike helping runners move naturally.",Strategic Rubber usedin high wear areas to protect the lightweight midsole compound.,Mono meshupper offers a secure lightweight fit.  ,https://www.runningwarehouse.com/Brooks_Aurora/descpage-BABWS.html
100,Brooks Levitate 6,Brooks,Levitate 6,150.0,119.95,79.97,women, Run Merry,Medium,Neutral,"All Around,Fast Runs,Walking,Roads and Pavement",DNA AMP v2 10% lighter responsive foam that offers best-in-class energy return. encasing polyurethane-based foam inside thermoplastic polyurethane (TPU) skin offers acomfortable and springy underfoot experience.,Arrow-Point Patternon the outsole lets your foot move from heel to toe quickly enhancing the shoes springy nature.,Engineered Circular Knit Meshdesigned to be comfortable and breathable.  ,https://www.runningwarehouse.com/Brooks_Levitate_6/descpage-BLV6W1.html
101,Brooks Levitate 6 StealthFit,Brooks,Levitate 6 StealthFit,149.95,0.0,0.0,women, White/Bran,Medium,Neutral,"All Around,Fast Runs,Walking,Roads and Pavement",no information,no information,no information,https://www.runningwarehouse.com/Brooks_Levitate_6_StealthFit/descpage-BLVS6W1.html
102,Brooks Ariel 20,Brooks,Ariel 20,159.95,0.0,0.0,women, Black/Ebony/Blue,,,"Cushioned Comfort,Walking,Roads and Pavement","BioMoGo DNA is a material that offers more cushioning than any other Brooks midsole material. It molds to the foot while adapting to changes in pace and environment.Guide Rails Holistic Support System helps to protect your knees by keeping excess movement in check.Segmented Crash Pad flexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.","Blown Rubber offers durability, responsiveness, and flexibility.","Engineered Mesh in the forefoot for added breathability and a more adaptable fit. Embroidered Saddle located in the midfoot provides a more secure fit.Ultimate Sockliner is a well-cushioned, moisture-wicking insole.  ",https://www.runningwarehouse.com/Brooks_Ariel_20/descpage-BAR20W1.html
103,Brooks Catamount 2,Brooks,Catamount 2,169.95,0.0,0.0,women, Peacoat/Pink/Biscuit,Medium,Neutral,"All Around,Smooth Trails and Fireroads",DNA FLASHnitrogen infused foam compound offers perfect blend of responsiveness and adaptive cushioning for a fast ride.SkyVaultPropulsion Plateprovides the power to maintain speed even during uphill climbs and doubles as a rock plate for underfoot protection.,TrailTack rubber outsole offers traction on both wet and dry surfaces.,"Dual-Layer Air Meshfeatures an abrasion-resistant and hydrophobic TPEE outer layer and an inner layer made from 100% recycled polyester fibers.TPU Toecapand mud guard protects against wet dirt, rocks and debris.  ",https://www.runningwarehouse.com/Brooks_Catamount_2/descpage-BRCA2W1.html
104,Brooks Catamount,Brooks,Catamount,160.0,93.88,58.68,women, Blue/Nightlife/Biscuit,Medium,Neutral,"All Around,Fast Runs,Smooth Trails and Fireroads,Rocky and Technical Trails",DNA FLASH midsole compound is nitrogen-infused to offer lightweight cushion and adaptive energy return.Ballistic Rock Shield is a thermoplastic EVA sheath layered between the outsole and midsole for protection against stone-bruising.,"TrailTak rubber outsole provides confidence-inspiring, sticky traction in dry and wet conditions.","Open Mesh upper is lightweight, breathable, and secure.TPU Mud Guard provides protection from trail debris. Drainage slits release water so feet can dry more quickly.Suede internal reinforcements keep your foot lockdown while keeping debris out.  ",https://www.runningwarehouse.com/Brooks_Catamount/descpage-BCAWS2.html
105,Brooks Dyad 11,Brooks,Dyad 11,129.95,0.0,0.0,women, Ombre/Lavender/Lilac,Medium,Neutral,"Cushioned Comfort,Walking,Roads and Pavement","BioMoGo DNA fuses BioMoGo midsole and DNA cushioning technology for a fully custom responsive ride that adapts to the needs of each and every runner.Heel Segmented Crash Pad is a crash pad that flexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.S-257 Cushsole is a midsole compound used as an insole to deliver even more cushioning and flexibility.Omega Flex Grooves enhance midsole flexibility without compromising cushioning.",HPR Plus is a form of high abrasion-resistant rubber and is located in the heel.Omni Grooves works with Omega Flex Grooves to enhance midsole flexibility without compromising cushioning.Blown Rubber is located in the forefoot to provide responsiveness and flexibility.Dual Stability Arch Pod is positioned at the bottom of the midfoot and offers additional stability at the arch.,"Engineered Mesh in the forefoot for added breathability and a more adaptable fit.Internal Support Saddle is located in the midfoot with the purpose of providing a more secure midfoot fit.Ultimate Sockliner is a well-cushioned, moisture-wicking insole.Cushole S-257 Last utilizes a full-length layer of advanced foam to provide cushioning and flexibility.  ",https://www.runningwarehouse.com/Brooks_Dyad_11/descpage-BDY11W2.html
106,Brooks Addiction GTS 15,Brooks,Addiction GTS 15,139.95,0.0,0.0,women, Black/Ebony/Mauv,,,"Cushioned Comfort,Walking,Roads and Pavement","BioMoGo DNAfuses BioMoGo midsole and DNA cushioning technology for a fully custom responsive ride that adapts to the needs of each and every runner.Guide Rails HolisticSupport System helpsto protect your knees by keeping excess movement in check.Segmented crash padflexes with the foot, offering customized cushioning and stability for a smooth heel-to-toe transition.","Blown Rubberoffers durability, responsiveness, and flexibility.",Air Mesh is soft and comfortable with ample breathability.Ultimate Socklineris a contoured insole that provides additional plush comfort underfoot.  ,https://www.runningwarehouse.com/Brooks_Addiction_GTS_15/descpage-BAG15W1.html
107,Brooks Caldera 6,Brooks,Caldera 6,149.95,0.0,0.0,women, Pink Glo/Peacoat/Marshma,High,Neutral,"Cushioned Comfort,Hiking,Smooth Trails and Fireroads","DNA LOFT V3midsole compound is nitrogen-infused to offer a softer, lighter, and more responsive underfoot experience.Raised Lateral and Medial Foam Wallallows runners to sit in the footbed rather than on top of the foam creating a more inherently stable ride.",TrailTrack Outsole provides trustworthy traction on different terrain.,Quick Air Dry meshupper offers a secure lightweight fit that drains well.TPU Toe Guardprotects runners against debris.Lace Keeper stows laces out of the way.  ,https://www.runningwarehouse.com/Brooks_Caldera_6/descpage-BCD6W04.html
108,Brooks Draft XC Spikes,Brooks,Draft XC Spikes,69.95,0.0,0.0,unisex, Pink Glo/Green/Black,,,"Cross Country,Distance (3k-10k),Dirt,Rubber,Grass",BioMoGo DNAfuses BioMoGo midsole and DNA cushioning technology for a fully custom responsive ride that adapts to the needs of each and every runner.,6-Pincross-country-specific spikes.,"Customizable Upper allows athletes to draw, write, and design anything they want for race day.  ",https://www.runningwarehouse.com/Brooks_Draft_XC_Spikes/descpage-BDXCSU2.html
109,Brooks Draft XC Spikeless,Brooks,Draft XC Spikeless,64.95,0.0,0.0,unisex, Green/Orange/White,,,"Distance (3k-10k),Dirt,Rubber,Grass",BioMoGo DNAfuses BioMoGo midsole and DNA cushioning technology for a fully custom responsive ride that adapts to the needs of each and every runner.,Rubber Outsolefor a durable ride with solid traction on different surfaces.,"Customizable Upper allows athletes to draw, write, and design anything they want for race day.  ",https://www.runningwarehouse.com/Brooks_Draft_XC_Spikeless/descpage-BDXCNU2.html
110,Brooks ELMN8 v7 Spikes,Brooks,ELMN8 v7 Spikes,180.0,114.95,63.86,unisex, Blue Glow/Nightlife/Red,,,"800-1500m,Distance (3k-10k),Steeplechase,Rubber",Nitrogen Infused Super Critical midsole midsole compound is nitrogen-infused to offer lightweight cushion and adaptive energy return.,Carbon Fiber Plateoffers a stiff and responsive ride designed for maximum energy return.Full-Length Mid Distance Spike Plateis an aggressive design built for high performance.Contains 6 permanent spike pins per shoe.,"Woven Air upperoffers a featherlight, breathable wrap and a snug fit.Minimal Tongue Constructionused to reduce weight and create a custom fit.  ",https://www.runningwarehouse.com/Brooks_ELMN8_v7_Spikes/descpage-BEL87.html
111,Brooks Wire v8 Spikes,Brooks,Wire v8 Spikes,150.0,94.95,63.3,unisex, Blue Glow/Nightlife/Red,,,"800-1500m,Distance (3k-10k),Steeplechase,Dirt,Rubber,Grass",Nitrogen Infused Super Critical midsole compound is nitrogen-infused to offer lightweight cushion and adaptive energy return.,Xelight Spike Plateis a polymer-based plate engineered for flexibility and power transfer to promote efficiency in distance races.Contains 5 permanent spike pins per shoe.,"Engineered Woven upperoffers a featherlight, breathable wrap and a snug fit.  ",https://www.runningwarehouse.com/Brooks_Wire_v8_Spikes/descpage-BWIRE8.html
112,Craft CTM Ultra Trail,Craft,CTM Ultra Trail,174.99,131.24,75.0,women, Sky/Peach,High,Neutral,"All Around,Smooth Trails and Fireroads,Rocky and Technical Trails",Ud Foamis an EVA-based foamthat is durable and provides a high rebound.Ultra Reboundinsole produces high energy return against the foot.,2-piece Lugged Traction Rubberis placed strategically to increase traction and durability.,One-piece EngineeredMesh Upperprovides a snug fit.  ,https://www.runningwarehouse.com/Craft_CTM_Ultra_Trail/descpage-CCUTW2.html
113,Craft PRO Endur Distance,Craft,PRO Endur Distance,139.99,104.99,75.0,women, Black/White,High,Neutral,"All Around,Cushioned Comfort,Roads and Pavement",Px Foamfor superior softness and resilient rebound.,Rubber outsoleis strategically placed for added durability and traction.,One-Piece Engineered meshworks in unison with the foot to provide comfort and support.  ,https://www.runningwarehouse.com/Craft_PRO_Endur_Distance/descpage-CPED1W2.html
114,Craft ADV Nordic Speed 2,Craft,ADV Nordic Speed 2,139.99,104.99,75.0,women, Machine/Ecru,Medium,Neutral,"All Around,Smooth Trails and Fireroads",CMEVAFoamis designed to offer a balance of softness and energy return for a smooth and stable running experience.,Rubber outsole with a triangular tread pattern provides traction and flexibility.Heel pad allows de-coupling for weight distribution through stride.,Nylon mesh upper is designed to offer durability without sacrificing breathability.TPU toe guard protects the toes from stones and debris without adding excessive weight.  ,https://www.runningwarehouse.com/Craft_ADV_Nordic_Speed_2/descpage-CANS2W2.html
115,Craft Endurance Trail,Craft,Endurance Trail,159.99,119.99,75.0,women, Flex/Dawn,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement,Smooth Trails and Fireroads,Rocky and Technical Trails",Px FOAM is a thermoplastic elastomer beaded foam that is lightweight and bouncy.,MID-HEIGHT RUBBER LUGSprovides excellent grip and protection over varying terrain.,ONE-PIECE MESH upper is breathable yet secure.  ,https://www.runningwarehouse.com/Craft_Endurance_Trail/descpage-CENTW1.html
116,Deckers X Lab KO-Z Mule,Deckers X Lab, KO-Z Mule,130.0,94.88,72.98,women, Beige/Pastel Pink,,,,Ergonomic PU footbed that is layered with memory foam and leather top sole.Wool Arch for natural comfortRocker Geometry for an efficient and locked-in feel.Xponent+ Midsole featuring squaretail rear ad multilayer CM EVA Foam,Rubber outsolefor durability.,"Looped Wool 80% natural wool, 20% recycled polyester  ",https://www.runningwarehouse.com/Deckers_X_Lab_KO-Z_Mule/descpage-DWKZM2.html
117,Deckers X Lab KO-Z Gldtr 3,Deckers X Lab, KO-Z Gldtr 3,120.0,89.88,74.9,women, Pastel Pink,,,,Ergonomic PU footbed that is layered with memory foam and leather top sole.Wool Arch for natural comfortRocker Geometry for an efficient and locked-in feel.Xponent+ Midsole featuring squaretail rear ad multilayer CM EVA Foam,Rubber outsole for durability.,"Looped Wool 80% natural wool, 20% recycled polyester  ",https://www.runningwarehouse.com/Deckers_X_Lab_KO-Z_Gldtr_3/descpage-SKDLG31.html
118,Deckers X Lab X-SCAPE NBK Low,Deckers X Lab, X-SCAPE NBK Low,160.0,99.88,62.42,women, Blanc/Grey,,,"Casual Wear,Walking",Rocker Geometry for an efficient and locked-in feel.Xponent+ Midsole featuring squaretail rear ad multilayer CM EVA FoamH-Brace support for added stabilityAnatomical fit,Rubber outsolefor durability.,"Looped Wool 80% natural wool, 20% recycled polyesterEcoTan nubuck leather  ",https://www.runningwarehouse.com/Deckers_X_Lab_X-SCAPE_NBK_Low/descpage-DLXSLW1.html
119,HOKA Rincon 3,HOKA,Rincon 3,124.95,0.0,0.0,women, Ceramic/Evening Primrose,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement",Full Compression EVAfull-length midsole provides industry-leading cushioning for increased impact protection and stability.Revised Early Stage Meta-Rocker Geometryallows for even quicker acceleration.,Full Ground Contactprovides increased traction and a smooth heel-to-toe transition.Hi-Abrasion Lightweight Rubberis strategically placed for increased traction and durability.,Engineered Sandwich Mesh upperis breathable and lightweight.Accentuated Heel Pull Tab foreasy entry.Slim Tonguepackage reduces additional weight.  ,https://www.runningwarehouse.com/HOKA_Rincon_3/descpage-HOR3W09.html
120,HOKA Challenger 7,HOKA,Challenger 7,144.95,0.0,0.0,women, Flame/Cherries Jubi,High,Neutral,"All Around,Casual Wear,Walking,Roads and Pavement,Smooth Trails and Fireroads",CMEVA(Compression-Molded EVA) foam midsole provides optimal lightweight cushioning.,Durabrasion Rubberfor increased durability and dependability. 4mm Lugsprovide reliable traction on.,Engineered Meshallows for ample air-flow.Extended Heel Pull relieves pressure on the achilles while offering easy entry.  ,https://www.runningwarehouse.com/HOKA_Challenger_7/descpage-HCH7W02.html
121,HOKA Clifton 9,HOKA,Clifton 9,144.95,0.0,0.0,women, Nimbus Cloud/Ice Water,Maximal,Neutral,"All Around,Cushioned Comfort,Roads and Pavement",CMEVA FOAMprovides HOKA's signaturecushioning and comfort.Early Stage Meta-Rocker Geometryengineered to promote and encourage an efficient gait.Flat Waisted Geometryprovides inherent stability.,Durabrasion Rubberproviding traction and durability.Full Ground Contactprovides increased traction and a smooth heel to toe transition.,Breathable Engineered Knit Upperpromotes additional airflow as well as support in key areasGusseted Tonguefor additional protection from rogue sticks and stonesReinforced Eyestaysprovide increased durability.   ,https://www.runningwarehouse.com/HOKA_Clifton_9/descpage-HCL9W09.html
122,HOKA Bondi 8,HOKA,Bondi 8,164.95,0.0,0.0,women, Cherries Jubilee/Pink Yarrow,High,Neutral,"All Around,Cushioned Comfort,Casual Wear,Walking,Roads and Pavement","Soft EVA Midsolerunning the full length of the shoe is 30% softer than traditional EVA foam, offering enhanced cushioning and support.Extended Heel Geometryis a rockered midsole design engineered to deliver a smooth ride and increased propulsion.",Full Ground Contactprovides increased traction and a smooth heel-to-toe transition.Hi-Abrasion Lightweight Rubberis strategically placed for increased traction and durability.Crash Padworks to increase ground contact and durability while creating a smoother transition to the forefoot.,"Engineered meshcomprises the upper, providing lightweight breathability.Lycra comfort framein the heel offers comfortable support.Internal heel counterlocks the heel into place and provides additional support.Pillowed Tongueprovides pressure relief under the laces.  ",https://www.runningwarehouse.com/HOKA_Bondi_8/descpage-HOB8W09.html
123,HOKA Arahi 6,HOKA,Arahi 6,139.95,0.0,0.0,women, Black/Pink Yarrow,High,Neutral,"All Around,Cushioned Comfort,Walking,Roads and Pavement",CMEVA Foamis durable and provides a soft landing without feeling overly plush.EVA J-Frameprovides lightweight dynamic stability by placing firmer EVA foam along the medial side of the shoe and around the heel to guide the foot naturally without using a standard medial post.Early Stage Meta-Rocker Geometryis a rockered midsole design engineered to deliver a smooth ride and increased propulsion.,Hi-Abrasion Lightweight Rubberis strategically placed for increased traction and durability.,Engineered meshon the upper is lightweight and allows for excellent airflow and breathability.Padded Tongueenhances the step-in feel to create a plush fit.Molded Ortholite Socklinerhelps with odor management while providing additional underfoot cushioning.  ,https://www.runningwarehouse.com/HOKA_Arahi_6/descpage-HOAR6W9.html
124,HOKA Mach 5,HOKA,Mach 5,139.95,0.0,0.0,women, Impala/Cyclamen,Medium,Neutral,"All Around,Fast Runs,Roads and Pavement","PROFLY+gives a cushioned landing and an explosive toe-off.Exposed Rubberized Foam layerbelow the PROFLY+ layer, this foam adds a firmer slab of foam that is trustworthy and absorbs impact.Early-Stage Meta-Rocker Geometryis a rockered midsole design engineered to provide a smooth ride.","Rubberized Foamoutsole has a high energy return, and provides additional cushioning and good traction.",Jacquard Meshoffers breathability and an improved midfoot lockdown.Anatomical Achillesreduces Achilles irritation.  ,https://www.runningwarehouse.com/HOKA_Mach_5/descpage-HOM5W8.html
125,HOKA Clifton 8,HOKA,Clifton 8,140.0,111.95,79.96,women, Aquarelle/Blue,High,Neutral,"All Around,Cushioned Comfort,Walking,Roads and Pavement",Full Compression EVAprovides that signature HOKA ONE ONE Cushioning.Early Stage Meta-Rocker Geometryis a rockered midsole design engineered to encourage efficient running mechanics.Moderate Heel Bevelgives a smooth transition.Flat Waisted Geometryprovides inherent stability.,"Full Ground Contactprovides increased traction and a smooth heel to toe transition.Hi-Abrasion Lightweight Rubberis strategically placed for traction and durability, with an updated design to optimize grip and energy return.",Engineered Meshon the upper uses an open design to allow for airflow while providing support in key areas.Embroidery Reinforcementreduces layers and offers support and midfoot lockdown.Reinforced Eyestaysprovide increased durability.  ,https://www.runningwarehouse.com/HOKA_Clifton_8/descpage-HOCL8W1.html
